HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.Correctness.label,Approve,Reject
3WRAAIUSBJUVQ21RPGH8I5YEE83AXF,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,33OOO72IVIGEPKNYUMH4NHZKL7BTCC,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:08:59 PST 2020,Thu Nov 05 17:13:09 PST 2020,Sun Nov 08 17:13:09 PST 2020,,,,250,0% (0/0),0% (0/0),0% (0/0),"A gives B a idea, so A is not less creative than B","A gives B a idea, so A is not more creative than B",Statement 1 follows commonsense,,
3WRAAIUSBJUVQ21RPGH8I5YEE83AXF,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,37UQDCYH6YQNQVWR80988DVRHH0V71,A12ATVBE1I4567,Submitted,Thu Nov 05 17:12:32 PST 2020,Thu Nov 05 17:17:46 PST 2020,Sun Nov 08 17:17:46 PST 2020,,,,314,0% (0/0),0% (0/0),0% (0/0),"A gives B a idea, so A is not less creative than B","A gives B a idea, so A is not more creative than B",Statement 1 follows commonsense,,
3VGZ74AYTGB8XV3ZKKDV0EO7BLSGCV,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3DEL4X4EL7GY94XNVO0Q9BC91RIXY8,A1PUOSCN106A97,Submitted,Thu Nov 05 17:21:15 PST 2020,Thu Nov 05 17:27:11 PST 2020,Sun Nov 08 17:27:11 PST 2020,,,,356,0% (0/0),0% (0/0),0% (0/0),"A takes B's truck, so A is less possesive than B","A takes B's truck, so A is more possesive than B",Sentence 2 follows commonsense,,
3VGZ74AYTGB8XV3ZKKDV0EO7BLSGCV,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3NC5L260MPH5F420P7L61DE0JCMOFW,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:08:57 PST 2020,Thu Nov 05 17:12:59 PST 2020,Sun Nov 08 17:12:59 PST 2020,,,,242,0% (0/0),0% (0/0),0% (0/0),"A takes B's truck, so A is less possesive than B","A takes B's truck, so A is more possesive than B",Sentence 2 follows commonsense,,
3HEM8MA6H97I496HSL4DESRGGRGQPE,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3UOUJI6MTE9HSVDILN316Q6W536UX6,AYYSG3O9FNU15,Submitted,Thu Nov 05 17:11:59 PST 2020,Thu Nov 05 17:12:17 PST 2020,Sun Nov 08 17:12:17 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),"A is living in Eritrea, B is living in Saudi Arabia, so B is not likely living in a hotter condition than A.","A is living in Eritrea, B is living in Saudi Arabia, so B is not likely living in a colder condition than A.",Neither of them follow commonsense,,
3HEM8MA6H97I496HSL4DESRGGRGQPE,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3ZSANO2JCG2KDWUTWO2FLIO1G1QFSL,A3INH7VQY14DOF,Submitted,Thu Nov 05 17:13:38 PST 2020,Thu Nov 05 17:13:57 PST 2020,Sun Nov 08 17:13:57 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),"A is living in Eritrea, B is living in Saudi Arabia, so B is not likely living in a hotter condition than A.","A is living in Eritrea, B is living in Saudi Arabia, so B is not likely living in a colder condition than A.",They both follow commonsense,,
30U1YOGZGARLSSI4FG2N9YPSKWYDSC,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3AAJC4I4FHNXJA23A6N8W9DWWN6JZW,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:10:13 PST 2020,Thu Nov 05 17:10:30 PST 2020,Sun Nov 08 17:10:30 PST 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),"A is living in Greenland, B is living in northern Australia, so A is likely living in a colder condition than B.","A is living in Greenland, B is living in northern Australia, so A is likely living in a hotter condition than B.",Statement 1 follows commonsense,,
30U1YOGZGARLSSI4FG2N9YPSKWYDSC,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3RWE2M8QWI5W0FNYLA28JHRRN0TN0D,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:19:35 PST 2020,Thu Nov 05 17:23:59 PST 2020,Sun Nov 08 17:23:59 PST 2020,,,,264,0% (0/0),0% (0/0),0% (0/0),"A is living in Greenland, B is living in northern Australia, so A is likely living in a colder condition than B.","A is living in Greenland, B is living in northern Australia, so A is likely living in a hotter condition than B.",Statement 1 follows commonsense,,
351S7I5UG9R1F1QRHG7CD2AZ2HNNJO,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3O7L7BFSHFK3D4R1W1OVZYXEV2AIEF,A12ATVBE1I4567,Submitted,Thu Nov 05 17:21:47 PST 2020,Thu Nov 05 17:22:52 PST 2020,Sun Nov 08 17:22:52 PST 2020,,,,65,0% (0/0),0% (0/0),0% (0/0),"A wants to meet another person while B does not, so B is not more sociable than A","A wants to meet another person while B does not, so B is not less sociable than A",Statement 1 follows commonsense,,
351S7I5UG9R1F1QRHG7CD2AZ2HNNJO,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:30 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:30 PST 2020,,,3YMTUJH0DTBBUGAJ17BM4JNWTUUT4Z,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:08:39 PST 2020,Thu Nov 05 17:10:17 PST 2020,Sun Nov 08 17:10:17 PST 2020,,,,98,0% (0/0),0% (0/0),0% (0/0),"A wants to meet another person while B does not, so B is not more sociable than A","A wants to meet another person while B does not, so B is not less sociable than A",Sentence 2 follows commonsense,,
32XN26MTXZE4PVMKJVHRI5REYDHL0D,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3IXEICO793EP93EXKV411H7APL0T6K,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:08:49 PST 2020,Thu Nov 05 17:12:06 PST 2020,Sun Nov 08 17:12:06 PST 2020,,,,197,0% (0/0),0% (0/0),0% (0/0),"A feels really bad for B, so A is less depressed than B","A feels really bad for B, so A is more depressed than B",Neither of them follow commonsense,,
32XN26MTXZE4PVMKJVHRI5REYDHL0D,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3QEMNNSB2YU1WEW5HF9E2RPKHAXD7L,AYYSG3O9FNU15,Submitted,Thu Nov 05 17:13:22 PST 2020,Thu Nov 05 17:13:37 PST 2020,Sun Nov 08 17:13:37 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"A feels really bad for B, so A is less depressed than B","A feels really bad for B, so A is more depressed than B",They both follow commonsense,,
31GN6YMHLPNK1YIVWB7D1MEDRC4SW0,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3A1PQ49WVIC4X8M5EVBVS2D56GQH11,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:16:02 PST 2020,Thu Nov 05 17:21:15 PST 2020,Sun Nov 08 17:21:15 PST 2020,,,,313,0% (0/0),0% (0/0),0% (0/0),"A is gone forever, B is gone forever, so A is more dead than B","A is gone forever, B is gone forever, so A is less dead than B",Neither of them follow commonsense,,
31GN6YMHLPNK1YIVWB7D1MEDRC4SW0,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3CCZ6YKWR8EA6K55H6PFIBSYZJN59H,A1GASF35DM5ZD6,Submitted,Thu Nov 05 17:13:54 PST 2020,Thu Nov 05 17:14:09 PST 2020,Sun Nov 08 17:14:09 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"A is gone forever, B is gone forever, so A is more dead than B","A is gone forever, B is gone forever, so A is less dead than B",Neither of them follow commonsense,,
31J7RYECZLL4WK72FELRWAAO35NL1G,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,33FOTY3KENGDG0BPS3XUHBGPTOLC1N,A1GASF35DM5ZD6,Submitted,Thu Nov 05 17:16:20 PST 2020,Thu Nov 05 17:16:34 PST 2020,Sun Nov 08 17:16:34 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),"A wins another person's case while B does not, so B is less helpful than A","A wins another person's case while B does not, so B is more helpful than A",Statement 1 follows commonsense,,
31J7RYECZLL4WK72FELRWAAO35NL1G,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3YHH42UU5CA6CFKD9XMT6PN2I5S0LN,ALDKDKRBR4LXD,Submitted,Thu Nov 05 17:05:59 PST 2020,Thu Nov 05 17:06:55 PST 2020,Sun Nov 08 17:06:55 PST 2020,,,,56,0% (0/0),0% (0/0),0% (0/0),"A wins another person's case while B does not, so B is less helpful than A","A wins another person's case while B does not, so B is more helpful than A",Statement 1 follows commonsense,,
3N3WJQXELSLBL5PYYIL51TKTVB1L2X,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3Y4W8Q93L0F374X1ZDCU855N3S5DVE,A12ATVBE1I4567,Submitted,Thu Nov 05 17:22:55 PST 2020,Thu Nov 05 17:23:17 PST 2020,Sun Nov 08 17:23:17 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),"A can be used to offer another person opportunity while B cannot, so B is not more social than A","A can be used to offer another person opportunity while B cannot, so B is not less social than A",Statement 1 follows commonsense,,
3N3WJQXELSLBL5PYYIL51TKTVB1L2X,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3ZOTGHDK5J6EJ97MVRL58CXF82HOSG,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:17:54 PST 2020,Thu Nov 05 17:18:35 PST 2020,Sun Nov 08 17:18:35 PST 2020,,,,41,0% (0/0),0% (0/0),0% (0/0),"A can be used to offer another person opportunity while B cannot, so B is not more social than A","A can be used to offer another person opportunity while B cannot, so B is not less social than A",Statement 1 follows commonsense,,
3NSM4HLQNRP34L7WSYJ2EXHQLN2QQ5,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,32ZKVD547GIQGYXY17FIUKP49NZB37,AYYSG3O9FNU15,Submitted,Thu Nov 05 17:14:37 PST 2020,Thu Nov 05 17:14:52 PST 2020,Sun Nov 08 17:14:52 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"A smells wonderful, B does not, so B is less content than A","A smells wonderful, B does not, so B is more content than A",Statement 1 follows commonsense,,
3NSM4HLQNRP34L7WSYJ2EXHQLN2QQ5,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3XCC1ODXDM6536KPVFD477NJ11FRQ2,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:10:30 PST 2020,Thu Nov 05 17:10:42 PST 2020,Sun Nov 08 17:10:42 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"A smells wonderful, B does not, so B is less content than A","A smells wonderful, B does not, so B is more content than A",They both follow commonsense,,
3J6BHNX0U9NWQLW9Z17OEHACH6NNKN,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,31JLPPHS2VPAZSM75CK404P3GMH3O2,A12ATVBE1I4567,Submitted,Thu Nov 05 17:07:50 PST 2020,Thu Nov 05 17:15:30 PST 2020,Sun Nov 08 17:15:30 PST 2020,,,,460,0% (0/0),0% (0/0),0% (0/0),"A tells B what B wants, so B is not more likely to be knowing than A","A tells B what B wants, so B is not less likely to be knowing than A",Statement 1 follows commonsense,,
3J6BHNX0U9NWQLW9Z17OEHACH6NNKN,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3L70J4KAZHHJFGU3OILYCIRAII2DAB,A1T8Q400XQVDLI,Submitted,Thu Nov 05 17:06:32 PST 2020,Thu Nov 05 17:07:32 PST 2020,Sun Nov 08 17:07:32 PST 2020,,,,60,0% (0/0),0% (0/0),0% (0/0),"A tells B what B wants, so B is not more likely to be knowing than A","A tells B what B wants, so B is not less likely to be knowing than A",Statement 1 follows commonsense,,
31SIZS5W59A3GMMW5D82JNRVH94QR6,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3JMSRU9HQJP8ZAB1V8NEENN8344VEN,A1S8KMGKJACGVO,Submitted,Thu Nov 05 17:13:23 PST 2020,Thu Nov 05 17:13:46 PST 2020,Sun Nov 08 17:13:46 PST 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),"A comes live with B, so A is less passionate than B","A comes live with B, so A is more passionate than B",Neither of them follow commonsense,,
31SIZS5W59A3GMMW5D82JNRVH94QR6,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3VP0C6EFSHRLW8ODBY3PF3CIVD4M6C,AD1ILDUXZHASF,Submitted,Thu Nov 05 17:08:57 PST 2020,Thu Nov 05 17:11:37 PST 2020,Sun Nov 08 17:11:37 PST 2020,,,,160,0% (0/0),0% (0/0),0% (0/0),"A comes live with B, so A is less passionate than B","A comes live with B, so A is more passionate than B",Sentence 2 follows commonsense,,
37SOB9Z0SSS06NLH2IZAK3PL1P1L38,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,34PGFRQONP6TPFXYZJ31X5JEFL3WJK,A12ATVBE1I4567,Submitted,Thu Nov 05 17:19:11 PST 2020,Thu Nov 05 17:20:39 PST 2020,Sun Nov 08 17:20:39 PST 2020,,,,88,0% (0/0),0% (0/0),0% (0/0),"A drinks more water than B, so B is less prepared than A","A drinks more water than B, so B is more prepared than A",Neither of them follow commonsense,,
37SOB9Z0SSS06NLH2IZAK3PL1P1L38,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3JCG6DTRV4L5R55PI0O42HDE5FEQQ1,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:16:40 PST 2020,Thu Nov 05 17:21:53 PST 2020,Sun Nov 08 17:21:53 PST 2020,,,,313,0% (0/0),0% (0/0),0% (0/0),"A drinks more water than B, so B is less prepared than A","A drinks more water than B, so B is more prepared than A",Statement 1 follows commonsense,,
3PR3LXCWSFUHLJRMXA38MANU8QLX9N,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3FIJLY1B6VZN04E147YLQDJQTHIFP4,A84KYYIRZ3K00,Submitted,Thu Nov 05 17:07:21 PST 2020,Thu Nov 05 17:07:48 PST 2020,Sun Nov 08 17:07:48 PST 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),"A is living in Sudan, B is living in the Arctic Ocean, so B is not likely living in a hotter condition than A.","A is living in Sudan, B is living in the Arctic Ocean, so B is not likely living in a colder condition than A.",They both follow commonsense,,
3PR3LXCWSFUHLJRMXA38MANU8QLX9N,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3MB8LZR5BGO8P5RHDQWBP92BW3YLKE,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:07:54 PST 2020,Thu Nov 05 17:08:12 PST 2020,Sun Nov 08 17:08:12 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),"A is living in Sudan, B is living in the Arctic Ocean, so B is not likely living in a hotter condition than A.","A is living in Sudan, B is living in the Arctic Ocean, so B is not likely living in a colder condition than A.",They both follow commonsense,,
3G9UA71JVVPCCGY419QNH5O922IJ79,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,320DUZ38G8HXST7YKEZJB2XQLXDGJ5,A1S8KMGKJACGVO,Submitted,Thu Nov 05 17:15:15 PST 2020,Thu Nov 05 17:15:37 PST 2020,Sun Nov 08 17:15:37 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),"A is able to hide eggs more than B, so A is less capable than B","A is able to hide eggs more than B, so A is more capable than B",Sentence 2 follows commonsense,,
3G9UA71JVVPCCGY419QNH5O922IJ79,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3URFVVM166D6XQDXM5RM3BM7D35UZ4,A12ATVBE1I4567,Submitted,Thu Nov 05 17:20:26 PST 2020,Thu Nov 05 17:22:21 PST 2020,Sun Nov 08 17:22:21 PST 2020,,,,115,0% (0/0),0% (0/0),0% (0/0),"A is able to hide eggs more than B, so A is less capable than B","A is able to hide eggs more than B, so A is more capable than B",Neither of them follow commonsense,,
37Y5RYYI0P0ZQYNL6G3Z35SK0EASXT,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,30LB5CDZND5QH41HOYD2E4Y0XE0Z05,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:10:52 PST 2020,Thu Nov 05 17:11:07 PST 2020,Sun Nov 08 17:11:07 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),"A is living in Myanmar, B is living in northern Italy, so B is likely living in a less hot condition than A.","A is living in Myanmar, B is living in northern Italy, so B is likely living in a more hot condition than A.",Statement 1 follows commonsense,,
37Y5RYYI0P0ZQYNL6G3Z35SK0EASXT,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3JMSRU9HQJP8ZAB1V8NEENN8344EV6,A1GASF35DM5ZD6,Submitted,Thu Nov 05 17:09:27 PST 2020,Thu Nov 05 17:10:06 PST 2020,Sun Nov 08 17:10:06 PST 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),"A is living in Myanmar, B is living in northern Italy, so B is likely living in a less hot condition than A.","A is living in Myanmar, B is living in northern Italy, so B is likely living in a more hot condition than A.",Sentence 2 follows commonsense,,
3IV1AEQ4DR8GCU3NBEITV5K4DMOJ8W,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,36W0OB37HX91S47DM6KNKWXHJV2ZH7,AYYSG3O9FNU15,Submitted,Thu Nov 05 17:11:31 PST 2020,Thu Nov 05 17:11:40 PST 2020,Sun Nov 08 17:11:40 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),"A is in a lot of pain while B is not, so A is more scared than B","A is in a lot of pain while B is not, so A is less scared than B",Statement 1 follows commonsense,,
3IV1AEQ4DR8GCU3NBEITV5K4DMOJ8W,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3AQF3RZ559DFQYWWPBZCKDS9YCS6FP,A12ATVBE1I4567,Submitted,Thu Nov 05 17:07:38 PST 2020,Thu Nov 05 17:12:31 PST 2020,Sun Nov 08 17:12:31 PST 2020,,,,293,0% (0/0),0% (0/0),0% (0/0),"A is in a lot of pain while B is not, so A is more scared than B","A is in a lot of pain while B is not, so A is less scared than B",Neither of them follow commonsense,,
3K1H3NEY7LUI2N9DKG86KK6PWL4GDV,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:31 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:31 PST 2020,,,3GNCZX450JIS4DXTTRCTCC8ZW15APM,A84KYYIRZ3K00,Submitted,Thu Nov 05 17:06:24 PST 2020,Thu Nov 05 17:07:21 PST 2020,Sun Nov 08 17:07:21 PST 2020,,,,57,0% (0/0),0% (0/0),0% (0/0),"A is a bird, B is a goat, so A is not less likely to be on a roof than B","A is a bird, B is a goat, so A is not more likely to be on a roof than B",Neither of them follow commonsense,,
